basin_id,basin_name,Area (km2),jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,average
82,Skeena,42944.4,1078.2,0.2,1041.9,4491.6,8819.6,7160.8,3082.5,2010.7,1937.6,2313.5,1518.6,707.1,2846.9
83,Nelson,1099380.3,1698.4,40.6,35.8,29311.7,20864.5,15143.9,8074.5,5014.9,4579.4,4110,1799.8,1090.5,7647
84,Hayes(Trib. Hudson Bay),105371.9,339.8,7,4.3,2.6,7011.9,3778.4,2054.7,1111.5,798,731.1,339.8,205.3,1365.4
85,Gudena,2860.9,259.3,115.5,103.3,77.1,41.9,24.7,16.2,10.7,14.8,58,124.8,157.3,83.6
86,Skjern A,2817.6,351.5,132.9,121.1,89,50.8,28.9,18.4,22.4,70.4,165.2,192.5,228.6,122.6
87,Neman,97299.9,740.2,3.4,2540.2,8813.4,3141.2,1745.1,1037.9,641.8,406.1,467.3,1597.2,486.5,1801.7
88,Fraser,239678.4,3955.1,1048.3,2360.7,15356.9,26897.1,15496.8,7432.2,4439.9,3254,3618.6,3140.5,2506.4,7458.9
89,Severn(Trib. Hudson Bay),98590.5,593.2,0,0,969.8,7964.8,3325.3,1813.8,1158.6,1429.9,1689.2,644,388.9,1664.8
90,Amur,2023520.4,13098.2,58.9,59.3,41918.1,57294.3,53865.4,45446.7,49807.8,50357.7,28455.4,14176.3,8572.4,30259.2
91,Tweed,4770.9,575.8,239.8,225.1,158.2,110.7,72.3,54.4,61.3,91.1,172,311.6,366,203.2
92,Grande Riviere De La Baleine,24256.7,482.1,0,0,0,3057.6,1978.3,1140.9,1097.4,1241,1368.9,523.3,316.1,933.8
93,Grande Riviere,111718.4,2729.2,0.9,0.5,0.3,20738.4,10192.2,6544.7,6144,7187.4,7682.4,2959.2,1787.3,5497.2
94,Winisk,106470.3,890.2,2.1,1.3,3470.5,10190.2,4433.5,2449.4,1479.2,2350.9,2486.7,957.9,578.6,2440.9
95,Churchill. Fleuve (Labrador),84984.3,1702.6,0,0,0,15223.9,10971,6028.7,4689.5,4563.7,4517,1848.4,1116.4,4221.8
96,Dniepr,510661.3,849.5,45.1,9860.5,20513.6,7860.1,4484.4,2811.4,1783.2,1063.7,891.9,1449.4,588.9,4350.1
97,Ural,339084.2,324.2,5.7,165.2,10759.3,3817.4,2162,1470.8,948.2,527.8,322.1,587.8,214.5,1775.4
98,Wisla,193764,947,37.8,12812.8,6810.9,4190.9,2577.5,1781.3,1243.2,858,779.6,1157.5,847.9,2837
99,Don,425629.6,308.1,29.4,4138.3,14368.8,5709,3280.6,2272.7,1517.1,801,444.2,431,212.1,2792.7
100,Oder,116536.3,1032.5,1852.6,5896.3,3319.4,2160.7,1462.2,947.3,682,505.5,478.7,627,1046.2,1667.5
101,Elbe,139347.6,2858.7,2594.5,4899.4,3701.9,2272.5,1577,1147.9,892.7,725.8,865.4,1454.7,1857.4,2070.7
102,Trent,9052.9,691.4,368.2,303.2,213.3,137.6,80.5,56.5,51,49,67.1,198,402.5,218.2
103,Weser,43140.2,3511.3,2008.3,1895.7,1397.8,902.7,617.5,504.3,484,501.8,819.6,1601.5,2294.1,1378.2
104,Attawapiskat,30457.4,121.7,0,0,0,2195.5,613.1,355.5,214.7,350.3,329,132.1,79.8,366
105,Eastmain,48837.5,1182.9,0,0,2558.1,9188.6,4899.7,2922.3,2536,2987.8,3379.4,1284.2,775.6,2642.9
106,Manicouagan (Riviere),54205.4,1252.8,0.3,0.2,524.6,8666.6,6924.6,3691.1,2983.3,3220.2,3479.9,1358.9,820.8,2743.6
107,Columbia,668561.9,11960.9,11259.5,20903.3,38188,55190.6,36849.4,18551.8,11683.5,7290.7,5462.2,6682.2,7923.4,19328.8
108,Little Mecatina,17902.9,444.5,0,0,0,6156.3,2178.5,1505.7,1078.9,1004,1263,482.6,291.5,1200.4
109,Natashquan (Riviere),16948.2,291,0,0,156.2,3726.8,1620.1,1208.4,808.1,691.2,792.3,315.9,190.8,816.7
110,Rhine,190522.1,13179.1,7657.6,8094.3,9602.3,8013,6055.1,4779.6,4183.7,3971.9,4514.6,6546.6,8363.7,7080.1
111,Albany,123081,813,0.1,0.1,8411.8,9204.2,3827.2,2148.3,1306.1,1776.4,2432,882.5,533.1,2611.2
112,Saguenay (Riviere),91366.9,1984.2,1.5,1.5,11245.1,11251.7,8137.7,5058.6,4100.4,4665.6,5748.5,2173.4,1301.6,4639.2
113,Thames,12358.9,726.2,447.7,361.1,237.6,136.9,78.4,49.7,32.4,21.8,18.4,131.8,395.2,219.8
114,Nottaway,118709,2188.3,0.2,0.2,13451.3,15987.7,7640.1,5188.1,4271.3,5083.6,6291.3,2438,1434.9,5331.3
115,Rupert,16063.4,311.4,0,0,794.7,3201,1189.1,796.1,677.5,758.7,894.3,338,204.2,763.8
116,Moose(Trib. Hudson Bay),105615.2,1000.2,0.6,0.6,11334,9979,4300.8,2527.6,1594.4,2136.5,3024.6,1085.8,656,3136.7
117,St.Lawrence,1055021.5,13835.1,351.1,29605.6,132375.7,51230.9,31947.4,19602.9,13031.9,15304.9,21038.1,22898.9,9715.3,30078.1
118,Danube,793704.8,15369.2,12969.9,30056.7,34399.1,27077,19150.4,14083.1,11248,10213.5,12685.9,15065,12575.3,17907.8
119,Seine,74227.9,3426.9,2491,2183.7,1663.9,1005.1,594.9,402.4,304.5,202.7,234.2,696.1,1700.9,1242.2
120,Dniestr,72108.2,407.9,13.3,3147.7,2602.1,1528.5,1130.4,792.2,626.7,510.8,629.4,702.3,272.1,1030.3
121,Southern Bug,60121,38.8,7.9,1840.9,967,519.4,311.3,205.6,138.9,77,43.3,27.5,18.1,349.6
122,Mississippi,3196605.4,79924,66571.6,111936.2,102147.6,83552.9,56877.9,36359.7,27329.8,18097.4,12199.9,20013,38932.9,54495.2
123,Skagit,7961,951.3,342.8,1452.8,1747.8,975,491.1,287,173.6,108.5,409,751.3,600.5,690.9
124,Aral Drainage,1233148.5,2546.9,4161.6,13784.1,20140.9,23937.1,21375.9,17965.9,12930.4,8104.3,3850.2,1674.4,1541.5,11001.1
125,Loire,115943.6,5691.9,3966.2,3912.1,3192.9,2280.7,1475,937.1,710.2,546.1,804.6,1839.3,3262.7,2384.9
126,Rhone,97485.2,7316.8,3365.1,5895.8,6325.3,5588.7,4446.6,2690.2,2212.7,2277.1,3477.1,5232.4,5154.7,4498.5
127,Saint John,55151.8,1543,1.9,1.9,13364.2,4478.5,3060.9,1929,1260.9,1384.3,2179.7,2871.4,1012.4,2757.4
128,Po,73066.6,4276.6,2000,3536.1,5530.3,6397.4,4452.6,2941.3,2394.4,2314,2947.8,3482.3,2857.2,3594.2
129,Penobscot,21168.9,655.1,0.6,482.1,5554.7,1878,1224.9,733.4,451.5,421.6,684.5,1327,429.8,1153.6
130,St.Croix,4638.6,170.5,0.1,0.1,1441.8,475.5,301.5,171.5,101.8,88.6,166.9,352.7,111.8,281.9
131,Kuban,58935.7,1008.9,1275.5,1664.7,2123.9,1943.7,1594.5,1393.7,826.2,621.9,471,528,626,1173.2
132,Connecticut,27468.3,934.3,7.8,3116.2,4979.1,2528.5,1556,985.4,660.3,761,1049.6,1699.4,665,1578.5
133,Liao He,194436.5,678.2,20.4,220.6,1657.1,2266.7,2171,2661.2,3988.1,2606.5,1383.3,782,454.6,1574.1
134,Garonne,55807.2,3122.4,1918.1,2169.4,2289.6,1911.6,1113.4,759.2,594,474.6,657.6,1074.9,1915.8,1500
135,Ishikari,13783.3,859.4,2.4,2.4,4390.2,1918.3,1080.5,793.8,776.5,1178.1,1434.9,1481.8,564.3,1206.9
136,Merrimack,12645.1,381.1,8.4,3157.8,1789.4,1035.9,634.7,377.8,233.8,212.7,361.4,783,252.8,769.1
137,Hudson,36892.8,1000.4,26.3,4477,4970.6,2745.5,1656.2,1063.5,725.6,742.5,1044.8,1764.9,728.3,1745.5
138,Colorado(Pacific Ocean),640463.6,323.3,99.7,738,3046.4,5903.7,4320.1,2390.6,1653.7,1126.8,740.4,370.5,231.4,1745.4
139,Klamath,40040.1,3010.5,3574.1,3546.4,3046.4,2001.6,1051.5,698.7,455.6,276,146.5,394.9,1495.2,1641.5
140,Ebro,85158.6,4220.1,2820.2,2785.8,2876.1,2619.8,1631.9,1192.1,853.9,509.9,561.7,873.7,2424.5,1947.5
141,Rogue,14526.6,1090.2,1088.4,909,858.5,622.6,302.4,190.5,120,73,41.5,212.2,514.3,501.9
142,Douro,96125.4,3913.4,3031.8,4104.3,2983.9,2057.4,1252.2,1050.6,820.4,404.1,215,539.3,1650.2,1835.2
143,Susquehanna,69080.1,2091.9,1240.2,8814.7,5917.2,3887.6,2447.9,1522.7,1002.4,867.5,1337,2499.4,1658.8,2774
144,Luan He,71071.5,174.3,47.2,147.9,279.9,408.1,214.3,964,1219,725.2,357.8,190,115.8,403.6
145,Kura,182283.3,559.4,187.2,708.9,3035.7,4111.4,2768.8,1901.8,1396.6,913.7,766.2,692.7,413.7,1454.7
146,Dalinghe,22823.1,58.3,3.2,6.3,33.3,66.4,80,85,386.7,210.1,123.7,64.5,39.6,96.4
147,Delaware,26713.4,1640.3,801.3,4062.4,2255.7,1789.8,1043.1,712.5,568.2,587.3,762,1406.7,1294,1410.3
148,Sacramento,77208.9,5375.8,6127.3,6249.1,5067.8,3136.9,2369,2064.4,1708,1170.4,511.3,343.5,1439.3,2963.6
149,Huang He (Yellow River),988062.6,2702.4,608.3,2320.1,5166,8177.4,9102.2,10309.3,9805.2,9930.4,5872.9,3052,1802.8,5737.4
150,Kizilirmak,77873.6,199.1,836.5,1201.8,2397.1,1578.7,804.4,537.4,393.4,241,132,83.4,128.5,711.1
151,Yongding He,214406.5,174.7,403.8,1472.8,2529.4,2501.8,1275.4,1729.3,2397.6,1071.8,442.9,185.1,137.8,1193.5
152,Tejo,70351.7,2713.3,2202.2,3261.5,2062.1,1343.3,834.4,721.8,559.4,292.8,124.7,136.5,1182.1,1286.2
153,Sakarya,62482.7,348.5,1016.9,1126,888.3,508.1,345.2,273.7,242.4,156.9,68.9,26.5,75.1,423
154,Eel (Calif.),7449.9,1366.1,1258.1,927.1,540.6,304,173.7,105.4,63.9,38.7,23.2,15.6,579.5,449.6
155,Tigris & Euphrates,832578.6,15514.6,16609.9,22140,25647.8,18735,10281.7,7368.3,5738.1,3544,2291.3,3575.7,7623.3,11589.1
156,Potomac,32380.6,1355.9,1163.5,1705.2,1374.1,948.5,624.9,370.6,255.1,188.4,213.6,392.6,752.3,778.7
157,Guadiana,66020,246.7,715.8,1619,1022.7,571.6,571,703,614.9,301.8,105.4,30.3,15.9,543.2
158,Kitakami,9652.4,690.1,172.5,1357.6,1082.6,802,551.9,581.1,590.1,631.9,775.8,828.3,528.7,716.1
159,Mogami,6853.1,969.3,827.6,1039.4,774.9,556.2,376.7,392.9,356.7,430.5,519.9,740.8,1023.9,667.4
160,Han-Gang (Han River),24771.5,814.3,12.5,1372.3,1838.7,1166.9,1200.5,4312.9,3914.3,2697,1388.7,1010.5,540.7,1689.1
161,Guadalquivir,56954.8,677.2,1306.6,3139.9,1977.6,1055,1003.9,1110.6,955.3,481.2,185.6,65.2,160.4,1009.9
162,San Joaquin,34365.6,707.1,829.3,1285.7,1335.3,1136.9,1098.6,1267.9,1193.7,818.4,322.2,74.9,102.3,847.7
163,James,23528.4,1600.5,1239.3,1248,954,670.9,429.1,258.7,169.2,122.7,160.2,381.4,857.5,674.3
164,Bravo,510056.3,263.4,84.8,204.6,657,1336.3,937.5,913.3,1079.5,1202.6,640,304.7,204.1,652.3
165,Shinano. Chikuma,11158.8,1100.6,807.7,800.2,1837.3,1864.2,1290.9,1242.1,1006.9,1172.1,1174.8,1150.4,1044.7,1207.7
166,Roanoke,26801,1844.9,1467.9,1460,1085.8,725.1,448.3,316,238.3,184.2,159.1,332.5,853.9,759.7
167,Naktong,23325.2,508.2,274.7,755.4,983.6,697.6,959.3,1987.4,1879.2,1673.3,882.4,545.1,344.9,957.6
168,Indus,1139075.4,11918.9,9642.7,18198.4,21870.2,18514.4,18264.8,32379.1,40736,31344.3,19300,10858.9,6757.3,19982.1
169,Tone,15739.3,936.2,260.8,691.8,1057.7,983,973.7,1058.8,1240.9,1561.5,1541,979.8,683,997.3
170,Salinas,12654.6,11.8,34.5,58.5,36.9,32.6,47.2,66.4,68.2,42.9,9.6,2.7,1.6,34.4
171,Pee Dee,46531.3,2824.5,2381.4,2346.1,1609.2,944.6,589.6,563.3,455.2,460.3,379.9,545.7,1384.2,1207
172,Chelif,45249.3,234.5,283.5,281.9,175.3,103.2,88.2,81.1,66.7,44.4,17.2,8.8,39.5,118.7
173,Cape Fear,22652.7,1592.2,1301.8,1225.2,817.3,528.8,353.8,389.9,381.5,348.4,265.8,359.7,725.3,690.8
174,Tenryu,5769,584.8,291,511.3,839,748.4,861.4,816.6,724.3,1026.6,888.4,635.8,438.9,697.2
175,Santee,40035.3,804.8,794.4,752,496.5,298.4,193.4,174.2,169.8,140.6,124.1,150.6,395.6,374.5
176,Kiso,5419.1,652.3,218.1,352.4,848.3,836.4,896.9,961.9,750.1,967.8,780,608,420.8,691.1
177,Yangtze(Chang Jiang),1745094.4,40746.3,20673.1,48340.7,86583.8,114954.9,136756.4,119291,113382.9,101024.6,67829.6,41278.9,25519.8,76365.2
178,Yodo,8424.2,1063.4,536,654.4,713.4,583,743.8,675.6,510.1,768,820.6,652.7,632.7,696.1
179,Sebou,36201.3,1058.8,1081.1,1248.4,934.9,533.2,346,284.6,201,141.9,76.4,197.1,563.6,555.6
180,Alabama River & Tombigbee,113117.4,9397.8,10770.1,12232.8,8612.8,4829.3,2684.6,1677.7,1055,671.1,421.7,465,3348.5,4680.5
181,Savannah,27740.4,1501,1570.4,1658.6,1058.3,583.9,360.8,272.1,190.7,187.5,165.1,238.5,572.9,696.6
182,Gono (Go),3949.5,457.3,244.7,265.1,275.8,218.2,354,370.2,191.3,273.3,275.9,229.3,269.2,285.4
183,Huai He,174309.9,1271.4,1031.3,2377.3,4348.7,4430.9,4375,4755.1,3800.5,3689.6,1900.5,1153,823.3,2829.7
184,Apalachicola,51412.9,2889.5,3847.6,4385.4,3016,1572.5,912.7,651.6,531.5,402.8,235.8,202.2,1034.8,1640.2
185,Brazos,117853.1,747.2,874.4,717.7,986.3,929.9,587.4,962.4,828,508.3,179.4,80.2,367.2,647.4
186,Altamaha,37117.5,1328.3,2248.8,2575.1,1555.3,829.5,474.6,313.9,232.8,182.4,112.6,72,424.7,862.5
187,Mekong,787256.9,30683.5,405.8,584.3,939.8,5846.3,34283.6,85153.9,107075,107961.6,64294.1,35434.1,20497.8,41096.7
188,Colorado(Caribbean Sea),110640.3,466.3,688.6,553.1,621.2,522.3,343,497.7,455,315.6,115.8,35.9,228.7,403.6
189,Trinity(Texas),46168.2,588.6,822.5,766.2,973.4,839.8,365.7,234.6,152.1,98,66.6,52.7,255.9,434.7
190,Pearl,22423,1984.2,2012.8,2131.6,1713.4,1094.2,598,392.6,256.9,162.9,99.8,148.7,752.9,945.7
191,Sabine,25611.8,1109.9,1334.8,1286.5,1307.3,936.9,456.1,276.7,165.9,101.9,62.1,86.8,295.2,618.3
192,Suwannee,26400.9,1043,1262.4,1316.2,797.7,415.7,300.4,613.1,756.9,714.7,385.8,211.7,527.5,695.4
193,Yaqui,76181.7,15.8,30.2,63.2,72.9,36,24.2,49,61.5,44.6,29,14.8,15.8,38.1
194,Nile,3078088.1,20724.2,2310.3,6660,16300.5,18779,21757.3,48384.2,80541.4,66624.1,36444.6,22470.9,14322.2,29609.9
195,Brahmaputra,518011.4,28402.7,549.4,2782.9,16852.2,46782.8,103699,127521,128246.8,107215.1,58846.2,31386.4,18647.3,55911
196,St.Johns,22489.2,379.1,187.4,226,126.3,72.7,67.3,331.1,475.2,796.6,731.2,335.3,225.9,329.5
197,Nueces,43877.9,4.2,8.4,21.4,28.3,35.8,41.5,66.6,49.3,24.4,10.5,5.4,3.8,25
198,San Antonio,10952.4,12.3,13.2,14.4,23.4,25.7,19.4,25.1,18.3,9.9,5.7,4.2,8.8,15
199,Irrawaddy,411516.3,26908.9,342.4,994.5,4301.3,10976,59825.7,98546.8,111837.4,93122.6,59380,30238.9,17673.9,42845.7
200,Fuerte,36419.8,340.7,90.6,48.7,39.8,35.5,39.1,166,764,806.9,406.5,207.8,249.3,266.2
201,Xi Jiang,362894.3,8372.9,2682.6,4932.3,10762.2,25796.8,44596.4,41263.7,42397.2,25138.3,14767.9,8958.4,5447.9,19593
202,Bei Jiang,52915.4,629.5,353.9,1921.9,4546.4,6874.5,7013,3830.8,3230.7,2159,1100.4,668.5,413.5,2728.5
203,San Pedro,29358.8,192.9,2.6,4.4,6.2,7.1,3.4,137,732.2,987.8,369,206.3,130.3,231.6
204,Dong Jiang,32102.9,861.2,105.2,1116,3077.8,5758,6467.3,4881.8,4699.8,3338,1558.5,934.6,567.8,2780.5
205,Mahi,36237.7,884.2,157.9,246,223.2,137.5,37.8,2640.9,4426.7,3152.3,1389.2,865.8,573.5,1227.9
