basin_id,basin_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,average
42,Svarta. Skagafiroi,11,0,5.9,24.7,72.8,78.5,29.6,17.8,15.2,30.4,13.8,7.2,25.6
43,Oulujoki,46.2,0.2,0.2,1079.7,340.6,187.9,112.5,74.6,83.3,142.1,49.5,29.9,178.9
44,Lagarfljot,22.6,0,0,4.5,238.1,148.6,64.8,46.3,51.5,62,25.6,14.8,56.6
45,Thelon,95.7,0,0,0,1238.2,2149.9,674,405.4,337.3,171.9,103.8,62.7,436.6
46,Angerman,68.7,0.1,0.1,805.4,704.9,537.1,246.5,166.7,152.9,191,74.2,44.8,249.4
47,Thjorsa,84.4,6.6,18.3,224.6,344.7,264.5,132.4,116.8,133.7,168.2,95.7,57.8,137.3
48,Northern Dvina(Severnaya Dvina),204.3,7,4.4,8913.4,3875.8,1908.4,1118.5,675.2,411.7,419.5,194.4,117.6,1487.5
49,Oelfusa,75.7,0,64.6,345.3,138.1,137,113.1,79.6,94.2,131.7,86.9,64,110.9
50,Nizhny Vyg (Soroka),41.3,0,0,1090.2,324.6,185.3,110.7,66.9,84.1,125.2,44.8,27.1,175
51,Kuskokwim,253.9,0.3,0.2,0.1,3324.1,1599.7,1094,1094.7,1058.3,479.7,274.5,165.8,778.8
52,Vuoksi,67,0.2,0.2,2105.8,593.7,345.7,207.8,128.7,112.1,192.1,77.4,44,322.9
53,Onega,45,0.6,0.4,2126.8,680.5,380.4,225.2,136,87.4,111.3,47,28.2,322.4
54,Susitna,254.1,0.4,0.3,730.8,1663.8,1781.1,1053.9,819,968.5,547.7,274.1,165.6,688.3
55,Kymijoki,37.3,0.2,0.2,914.1,264,151.6,91.3,55.4,43.3,61.7,62.3,24.5,142.1
56,Neva,239,2.1,1.8,6433.8,1912,1093.8,654.5,396.8,340.7,517.3,337.3,154.8,1007
57,Ferguson,8.1,0,0,0,0,210.7,59.2,34.2,28.4,14.5,8.8,5.3,30.8
58,Copper,218.2,0,0,3.5,1509.3,2042.9,1488.1,837.2,792.6,443.1,236.8,143,642.9
59,Gloma,112.6,0.3,2.4,687.9,673.6,723.1,409.7,297.6,280.1,268.8,135.5,73.9,305.5
60,Kokemaenjoki,47.3,0.3,0.3,732.4,218.6,123.2,74.3,45.1,29.4,30.6,100.4,31,119.4
61,Vaenern-Goeta,239.7,0.6,452,1075.6,459.5,275.9,163.8,141.4,158.4,295.1,323.4,207.4,316.1
62,Thlewiaza,18.4,2.1,1.2,0.7,366.8,133.2,67.9,40.8,39.7,18.8,11.4,6.9,59
63,Alsek,57.2,0,0,116.9,522.3,554.2,220.1,147.7,192.4,136,62.1,37.5,170.5
64,Volga,618.3,29.4,149.5,28026.4,10217.8,5716.4,3446,2149.4,1377.5,1297.4,633.1,380.4,4503.5
65,Dramselv,52,0.1,19.4,246.7,291.6,280.2,146.8,133.2,144,126.6,61,34.1,128
66,Arnaud,112.9,0,0,0,126.5,1128.4,412.9,308.7,375.7,272.6,122.5,74,244.5
67,Nushagak,103.5,0,0,261.7,987.4,354,208.5,258.6,309.7,276.6,112.3,67.8,245
68,Seal,25.3,0.3,0.2,0.1,706.9,287,145.7,86.5,83.1,48.3,26.1,15.8,118.8
69,Taku,86,0,0,161.4,501.6,459.4,206.6,156.7,205.5,252.7,93.4,56.4,181.7
70,Narva,142.1,0.2,0.2,1203.7,387.4,215.9,127.9,84,74.6,146.4,291.9,93.3,230.6
71,Stikine,365.4,120.7,101.6,331.4,1940,2386.6,1153.3,745.7,763.1,675.8,389.7,274.1,770.6
72,Churchill,157.9,4,2.5,680,2624.2,1544.9,752.3,426.3,392,344.9,155,93.6,598.1
73,Feuilles (Riviere Aux),134.7,0,0,0,507.9,1039.9,410.2,351.5,386.4,354.7,146.3,88.3,285
74,George,151.6,0,0,0,991.6,1007.9,792.3,523.3,523.7,340.2,164.6,99.4,382.9
75,Caniapiscau,459.4,0.2,0.1,0.1,3234.1,2495.1,1361.1,1246,1333.9,1204.8,498.1,300.8,1011.1
76,Western Dvina (Daugava),154.5,0.4,0.4,1836.2,595.4,342.7,203.3,123.9,85.1,169.9,309.6,101.5,326.9
77,Aux Melezes,127.5,0,0,0,1086.7,650.2,368.3,345.4,357.4,339.2,138.3,83.5,291.4
78,Baleine. Grande Riviere De La,76,0,0,0,854,301.2,224.4,196.6,226.2,198.9,82.5,49.8,184.1
79,Spey,95.6,40.7,35,27.3,19.8,11.6,8.8,10.5,16.3,31.5,49.2,58.4,33.7
80,Kamchatka,138,0,0,0,1920.8,1439.9,1079.8,520.8,383.8,309.4,149.8,90.5,502.7
81,Nass,210.8,0,162.1,688.3,1204.1,926.8,409.5,303.2,367.9,521.5,284.1,138.2,434.7
82,Skeena,215.6,0,208.4,898.3,1763.9,1432.2,616.5,402.1,387.5,462.7,303.7,141.4,569.4
83,Nelson,339.7,8.1,7.2,5862.3,4172.9,3028.8,1614.9,1003,915.9,822,360,218.1,1529.4
84,Hayes(Trib. Hudson Bay),68,1.4,0.9,0.5,1402.4,755.7,410.9,222.3,159.6,146.2,68,41.1,273.1
85,Gudena,51.9,23.1,20.7,15.4,8.4,4.9,3.2,2.1,3,11.6,25,31.5,16.7
86,Skjern A,70.3,26.6,24.2,17.8,10.2,5.8,3.7,4.5,14.1,33,38.5,45.7,24.5
87,Neman,148,0.7,508,1762.7,628.2,349,207.6,128.4,81.2,93.5,319.4,97.3,360.3
88,Fraser,791,209.7,472.1,3071.4,5379.4,3099.4,1486.4,888,650.8,723.7,628.1,501.3,1491.8
89,Severn(Trib. Hudson Bay),118.6,0,0,194,1593,665.1,362.8,231.7,286,337.8,128.8,77.8,333
90,Amur,2619.6,11.8,11.9,8383.6,11458.9,10773.1,9089.3,9961.6,10071.5,5691.1,2835.3,1714.5,6051.8
91,Tweed,115.2,48,45,31.6,22.1,14.5,10.9,12.3,18.2,34.4,62.3,73.2,40.6
92,Grande Riviere De La Baleine,96.4,0,0,0,611.5,395.7,228.2,219.5,248.2,273.8,104.7,63.2,186.8
93,Grande Riviere,545.8,0.2,0.1,0.1,4147.7,2038.4,1308.9,1228.8,1437.5,1536.5,591.8,357.5,1099.4
94,Winisk,178,0.4,0.3,694.1,2038,886.7,489.9,295.8,470.2,497.3,191.6,115.7,488.2
95,Churchill. Fleuve (Labrador),340.5,0,0,0,3044.8,2194.2,1205.7,937.9,912.7,903.4,369.7,223.3,844.4
96,Dniepr,169.9,9,1972.1,4102.7,1572,896.9,562.3,356.6,212.7,178.4,289.9,117.8,870
97,Ural,64.8,1.1,33,2151.9,763.5,432.4,294.2,189.6,105.6,64.4,117.6,42.9,355.1
98,Wisla,189.4,7.6,2562.6,1362.2,838.2,515.5,356.3,248.6,171.6,155.9,231.5,169.6,567.4
99,Don,61.6,5.9,827.7,2873.8,1141.8,656.1,454.5,303.4,160.2,88.8,86.2,42.4,558.5
100,Oder,206.5,370.5,1179.3,663.9,432.1,292.4,189.5,136.4,101.1,95.7,125.4,209.2,333.5
101,Elbe,571.7,518.9,979.9,740.4,454.5,315.4,229.6,178.5,145.2,173.1,290.9,371.5,414.1
102,Trent,138.3,73.6,60.6,42.7,27.5,16.1,11.3,10.2,9.8,13.4,39.6,80.5,43.6
103,Weser,702.3,401.7,379.1,279.6,180.5,123.5,100.9,96.8,100.4,163.9,320.3,458.8,275.6
104,Attawapiskat,24.3,0,0,0,439.1,122.6,71.1,42.9,70.1,65.8,26.4,16,73.2
105,Eastmain,236.6,0,0,511.6,1837.7,979.9,584.5,507.2,597.6,675.9,256.8,155.1,528.6
106,Manicouagan (Riviere),250.6,0.1,0,104.9,1733.3,1384.9,738.2,596.7,644,696,271.8,164.2,548.7
107,Columbia,2392.2,2251.9,4180.7,7637.6,11038.1,7369.9,3710.4,2336.7,1458.1,1092.4,1336.4,1584.7,3865.8
108,Little Mecatina,88.9,0,0,0,1231.3,435.7,301.1,215.8,200.8,252.6,96.5,58.3,240.1
109,Natashquan (Riviere),58.2,0,0,31.2,745.4,324,241.7,161.6,138.2,158.5,63.2,38.2,163.3
110,Rhine,2635.8,1531.5,1618.9,1920.5,1602.6,1211,955.9,836.7,794.4,902.9,1309.3,1672.7,1416
111,Albany,162.6,0,0,1682.4,1840.8,765.4,429.7,261.2,355.3,486.4,176.5,106.6,522.2
112,Saguenay (Riviere),396.8,0.3,0.3,2249,2250.3,1627.5,1011.7,820.1,933.1,1149.7,434.7,260.3,927.8
113,Thames,145.2,89.5,72.2,47.5,27.4,15.7,9.9,6.5,4.4,3.7,26.4,79,44
114,Nottaway,437.7,0,0,2690.3,3197.5,1528,1037.6,854.3,1016.7,1258.3,487.6,287,1066.3
115,Rupert,62.3,0,0,158.9,640.2,237.8,159.2,135.5,151.7,178.9,67.6,40.8,152.8
116,Moose(Trib. Hudson Bay),200,0.1,0.1,2266.8,1995.8,860.2,505.5,318.9,427.3,604.9,217.2,131.2,627.3
117,St.Lawrence,2767,70.2,5921.1,26475.1,10246.2,6389.5,3920.6,2606.4,3061,4207.6,4579.8,1943.1,6015.6
118,Danube,3073.8,2594,6011.3,6879.8,5415.4,3830.1,2816.6,2249.6,2042.7,2537.2,3013,2515.1,3581.6
119,Seine,685.4,498.2,436.7,332.8,201,119,80.5,60.9,40.5,46.8,139.2,340.2,248.4
120,Dniestr,81.6,2.7,629.5,520.4,305.7,226.1,158.4,125.3,102.2,125.9,140.5,54.4,206.1
121,Southern Bug,7.8,1.6,368.2,193.4,103.9,62.3,41.1,27.8,15.4,8.7,5.5,3.6,69.9
122,Mississippi,15984.8,13314.3,22387.2,20429.5,16710.6,11375.6,7271.9,5466,3619.5,2440,4002.6,7786.6,10899
123,Skagit,190.3,68.6,290.6,349.6,195,98.2,57.4,34.7,21.7,81.8,150.3,120.1,138.2
124,Aral Drainage,509.4,832.3,2756.8,4028.2,4787.4,4275.2,3593.2,2586.1,1620.9,770,334.9,308.3,2200.2
125,Loire,1138.4,793.2,782.4,638.6,456.1,295,187.4,142,109.2,160.9,367.9,652.5,477
126,Rhone,1463.4,673,1179.2,1265.1,1117.7,889.3,538,442.5,455.4,695.4,1046.5,1030.9,899.7
127,Saint John,308.6,0.4,0.4,2672.8,895.7,612.2,385.8,252.2,276.9,435.9,574.3,202.5,551.5
128,Po,855.3,400,707.2,1106.1,1279.5,890.5,588.3,478.9,462.8,589.6,696.5,571.4,718.8
129,Penobscot,131,0.1,96.4,1110.9,375.6,245,146.7,90.3,84.3,136.9,265.4,86,230.7
130,St.Croix,34.1,0,0,288.4,95.1,60.3,34.3,20.4,17.7,33.4,70.5,22.4,56.4
131,Kuban,201.8,255.1,332.9,424.8,388.7,318.9,278.7,165.2,124.4,94.2,105.6,125.2,234.6
132,Connecticut,186.9,1.6,623.2,995.8,505.7,311.2,197.1,132.1,152.2,209.9,339.9,133,315.7
133,Liao He,135.6,4.1,44.1,331.4,453.3,434.2,532.2,797.6,521.3,276.7,156.4,90.9,314.8
134,Garonne,624.5,383.6,433.9,457.9,382.3,222.7,151.8,118.8,94.9,131.5,215,383.2,300
135,Ishikari,171.9,0.5,0.5,878,383.7,216.1,158.8,155.3,235.6,287,296.4,112.9,241.4
136,Merrimack,76.2,1.7,631.6,357.9,207.2,126.9,75.6,46.8,42.5,72.3,156.6,50.6,153.8
137,Hudson,200.1,5.3,895.4,994.1,549.1,331.2,212.7,145.1,148.5,209,353,145.7,349.1
138,Colorado(Pacific Ocean),64.7,19.9,147.6,609.3,1180.7,864,478.1,330.7,225.4,148.1,74.1,46.3,349.1
139,Klamath,602.1,714.8,709.3,609.3,400.3,210.3,139.7,91.1,55.2,29.3,79,299,328.3
140,Ebro,844,564,557.2,575.2,524,326.4,238.4,170.8,102,112.3,174.7,484.9,389.5
141,Rogue,218,217.7,181.8,171.7,124.5,60.5,38.1,24,14.6,8.3,42.4,102.9,100.4
142,Douro,782.7,606.4,820.9,596.8,411.5,250.4,210.1,164.1,80.8,43,107.9,330,367
143,Susquehanna,418.4,248,1762.9,1183.4,777.5,489.6,304.5,200.5,173.5,267.4,499.9,331.8,554.8
144,Luan He,34.9,9.4,29.6,56,81.6,42.9,192.8,243.8,145,71.6,38,23.2,80.7
145,Kura,111.9,37.4,141.8,607.1,822.3,553.8,380.4,279.3,182.7,153.2,138.5,82.7,290.9
146,Dalinghe,11.7,0.6,1.3,6.7,13.3,16,17,77.3,42,24.7,12.9,7.9,19.3
147,Delaware,328.1,160.3,812.5,451.1,358,208.6,142.5,113.6,117.5,152.4,281.3,258.8,282.1
148,Sacramento,1075.2,1225.5,1249.8,1013.6,627.4,473.8,412.9,341.6,234.1,102.3,68.7,287.9,592.7
149,Huang He (Yellow),540.5,121.7,464,1033.2,1635.5,1820.4,2061.9,1961,1986.1,1174.6,610.4,360.6,1147.5
150,Kizilirmak,39.8,167.3,240.4,479.4,315.7,160.9,107.5,78.7,48.2,26.4,16.7,25.7,142.2
151,Yongding He,34.9,80.8,294.6,505.9,500.4,255.1,345.9,479.5,214.4,88.6,37,27.6,238.7
152,Tejo,542.7,440.4,652.3,412.4,268.7,166.9,144.4,111.9,58.6,24.9,27.3,236.4,257.2
153,Sakarya,69.7,203.4,225.2,177.7,101.6,69,54.7,48.5,31.4,13.8,5.3,15,84.6
154,Eel (Calif.),273.2,251.6,185.4,108.1,60.8,34.7,21.1,12.8,7.7,4.6,3.1,115.9,89.9
155,Tigris & Euphrates,3102.9,3322,4428,5129.6,3747,2056.3,1473.7,1147.6,708.8,458.3,715.1,1524.7,2317.8
156,Potomac,271.2,232.7,341,274.8,189.7,125,74.1,51,37.7,42.7,78.5,150.5,155.7
157,Guadiana,49.3,143.2,323.8,204.5,114.3,114.2,140.6,123,60.4,21.1,6.1,3.2,108.6
158,Kitakami,138,34.5,271.5,216.5,160.4,110.4,116.2,118,126.4,155.2,165.7,105.7,143.2
159,Mogami,193.9,165.5,207.9,155,111.2,75.3,78.6,71.3,86.1,104,148.2,204.8,133.5
160,Han-Gang (Han),162.9,2.5,274.5,367.7,233.4,240.1,862.6,782.9,539.4,277.7,202.1,108.1,337.8
161,Guadalquivir,135.4,261.3,628,395.5,211,200.8,222.1,191.1,96.2,37.1,13,32.1,202
162,San Joaquin,141.4,165.9,257.1,267.1,227.4,219.7,253.6,238.7,163.7,64.4,15,20.5,169.5
163,James,320.1,247.9,249.6,190.8,134.2,85.8,51.7,33.8,24.5,32,76.3,171.5,134.9
164,Bravo,52.7,17,40.9,131.4,267.3,187.5,182.7,215.9,240.5,128,60.9,40.8,130.5
165,Shinano. Chikuma,220.1,161.5,160,367.5,372.8,258.2,248.4,201.4,234.4,235,230.1,208.9,241.5
166,Roanoke,369,293.6,292,217.2,145,89.7,63.2,47.7,36.8,31.8,66.5,170.8,151.9
167,Naktong,101.6,54.9,151.1,196.7,139.5,191.9,397.5,375.8,334.7,176.5,109,69,191.5
168,Indus,2383.8,1928.5,3639.7,4374,3702.9,3653,6475.8,8147.2,6268.9,3860,2171.8,1351.5,3996.4
169,Tone,187.2,52.2,138.4,211.5,196.6,194.7,211.8,248.2,312.3,308.2,196,136.6,199.5
170,Salinas,2.4,6.9,11.7,7.4,6.5,9.4,13.3,13.6,8.6,1.9,0.5,0.3,6.9
171,Pee Dee,564.9,476.3,469.2,321.8,188.9,117.9,112.7,91,92.1,76,109.1,276.8,241.4
172,Chelif,46.9,56.7,56.4,35.1,20.6,17.6,16.2,13.3,8.9,3.4,1.8,7.9,23.7
173,Cape Fear,318.4,260.4,245,163.5,105.8,70.8,78,76.3,69.7,53.2,71.9,145.1,138.2
174,Tenryu,117,58.2,102.3,167.8,149.7,172.3,163.3,144.9,205.3,177.7,127.2,87.8,139.4
175,Santee,161,158.9,150.4,99.3,59.7,38.7,34.8,34,28.1,24.8,30.1,79.1,74.9
176,Kiso,130.5,43.6,70.5,169.7,167.3,179.4,192.4,150,193.6,156,121.6,84.2,138.2
177,Yangtze(Chang Jiang),8149.3,4134.6,9668.1,17316.8,22991,27351.3,23858.2,22676.6,20204.9,13565.9,8255.8,5104,15273
178,Yodo,212.7,107.2,130.9,142.7,116.6,148.8,135.1,102,153.6,164.1,130.5,126.5,139.2
179,Sebou,211.8,216.2,249.7,187,106.6,69.2,56.9,40.2,28.4,15.3,39.4,112.7,111.1
180,Alabama & Tombigbee,1879.6,2154,2446.6,1722.6,965.9,536.9,335.5,211,134.2,84.3,93,669.7,936.1
181,Savannah,300.2,314.1,331.7,211.7,116.8,72.2,54.4,38.1,37.5,33,47.7,114.6,139.3
182,Gono (Go),91.5,48.9,53,55.2,43.6,70.8,74,38.3,54.7,55.2,45.9,53.8,57.1
183,Huai He,254.3,206.3,475.5,869.7,886.2,875,951,760.1,737.9,380.1,230.6,164.7,565.9
184,Apalachicola,577.9,769.5,877.1,603.2,314.5,182.5,130.3,106.3,80.6,47.2,40.4,207,328
185,Brazos,149.4,174.9,143.5,197.3,186,117.5,192.5,165.6,101.7,35.9,16,73.4,129.5
186,Altamaha,265.7,449.8,515,311.1,165.9,94.9,62.8,46.6,36.5,22.5,14.4,84.9,172.5
187,Mekong,6136.7,81.2,116.9,188,1169.3,6856.7,17030.8,21415,21592.3,12858.8,7086.8,4099.6,8219.3
188,Colorado(Caribbean Sea),93.3,137.7,110.6,124.2,104.5,68.6,99.5,91,63.1,23.2,7.2,45.7,80.7
189,Trinity(Texas),117.7,164.5,153.2,194.7,168,73.1,46.9,30.4,19.6,13.3,10.5,51.2,86.9
190,Pearl,396.8,402.6,426.3,342.7,218.8,119.6,78.5,51.4,32.6,20,29.7,150.6,189.1
191,Sabine,222,267,257.3,261.5,187.4,91.2,55.3,33.2,20.4,12.4,17.4,59,123.7
192,Suwannee,208.6,252.5,263.2,159.5,83.1,60.1,122.6,151.4,142.9,77.2,42.3,105.5,139.1
193,Yaqui,3.2,6,12.6,14.6,7.2,4.8,9.8,12.3,8.9,5.8,3,3.2,7.6
194,Nile,4144.8,462.1,1332,3260.1,3755.8,4351.5,9676.8,16108.3,13324.8,7288.9,4494.2,2864.4,5922
195,Brahmaputra,5680.5,109.9,556.6,3370.4,9356.6,20739.8,25504.2,25649.4,21443,11769.2,6277.3,3729.5,11182.2
196,St.Johns,75.8,37.5,45.2,25.3,14.5,13.5,66.2,95,159.3,146.2,67.1,45.2,65.9
197,Nueces,0.8,1.7,4.3,5.7,7.2,8.3,13.3,9.9,4.9,2.1,1.1,0.8,5
198,San Antonio,2.5,2.6,2.9,4.7,5.1,3.9,5,3.7,2,1.1,0.8,1.8,3
199,Irrawaddy,5381.8,68.5,198.9,860.3,2195.2,11965.1,19709.4,22367.5,18624.5,11876,6047.8,3534.8,8569.1
200,Fuerte,68.1,18.1,9.7,8,7.1,7.8,33.2,152.8,161.4,81.3,41.6,49.9,53.2
201,Xi Jiang,1674.6,536.5,986.5,2152.4,5159.4,8919.3,8252.7,8479.4,5027.7,2953.6,1791.7,1089.6,3918.6
202,Bei Jiang,125.9,70.8,384.4,909.3,1374.9,1402.6,766.2,646.1,431.8,220.1,133.7,82.7,545.7
203,San Pedro,38.6,0.5,0.9,1.2,1.4,0.7,27.4,146.4,197.6,73.8,41.3,26.1,46.3
204,Dong Jiang,172.2,21,223.2,615.6,1151.6,1293.5,976.4,940,667.6,311.7,186.9,113.6,556.1
205,Mahi,176.8,31.6,49.2,44.6,27.5,7.6,528.2,885.3,630.5,277.8,173.2,114.7,245.6
206,Damodar,251.6,22.3,32.2,9,3,50.7,299,950.2,931.6,429.5,263.2,170.1,284.4
207,Niger,4355.6,19.8,51.2,259.6,966.6,2958.9,7669.6,16126.9,18141,9525.3,4765.9,2855.7,5641.3
208,Narmada,481.4,86.2,180.1,226.3,227.6,89,1470.5,2332.6,1749,751.5,459.1,317.3,697.6
209,Brahmani (Bhahmani),312.4,6.7,10.6,8.5,7.7,109.9,777.7,1587.8,1207.1,611.8,339.1,209.9,432.5
210,Mahanadi(Mahahadi),750.2,21.7,31.6,30.2,31.6,31.5,1041.8,4292.3,2975.6,1339.8,823.9,514.4,990.4
211,Santiago,136.2,23.2,48.7,53.1,33.6,41,205.6,530.4,622.5,282.7,158.3,98.5,186.2
212,Panuco,308.1,19.2,37.3,39.5,27.6,72.6,402.7,498.3,1231.3,704.9,354.2,209.3,325.4
213,Godavari,1361.1,125.3,248,295.5,314.3,178.3,2692.3,5505.7,5324.4,2419.1,1469.4,966.9,1741.7
214,Tapti,248.7,33.7,61.3,73.1,79,29.8,673.1,1033.9,1023.2,424.8,266.7,177.2,343.7
215,Sittang,450.9,0.7,1.3,1.3,3.4,770.5,1570.5,2008.8,1666.5,980.2,498.5,295.7,687.3
216,Armeria,12.1,1.6,3.4,5.8,5.5,2,0.7,8.1,58.4,29.5,14.3,9.6,12.6
217,Ca,289.6,11.2,5.4,4.7,30.9,116.8,375.4,535.7,866,553.6,330.4,193.2,276.1
218,Chao Phraya,836.7,63.6,104,107.5,98.7,328,1108.4,1921.4,3201.9,2014.4,1162.3,612,963.2
219,Krishna,850,122.1,251,271.1,280,651.3,3320.2,3037,2359.2,1342.1,934,685.6,1175.3
220,Senegal,325.8,2,3,2.3,2.4,89.6,612.5,1692.9,1372.7,654.2,358.5,215.3,444.3
221,Papaloapan,375.4,2.5,3.2,3.2,2.3,95.5,474.6,882.2,1156.1,885.3,438.8,252.3,381
222,Grisalva,2371.9,240.8,132.9,122,329.4,1724.5,2361.9,2646.1,4101.1,3860.2,2199.7,1575.4,1805.5
223,Verde,75.7,0.6,1.3,1.4,0.9,2,73.1,170.1,329.6,178.8,82.8,50.2,80.5
224,Mae Klong,310.9,4.2,6.8,6.7,215.3,716,1050.9,1166.4,1116.5,710.3,343,206.2,487.8
225,Tranh (Nr Thu Bon),401.4,9,4.9,3.3,14.3,58.2,176.6,255.8,354.1,544.8,483.8,323,219.1
226,Penner,113.7,6.9,10.4,9,8.8,8.3,31.7,30.2,36.6,72.1,203.5,97.1,52.4
227,Volta,504.4,1.5,16,58.4,165.7,523.3,714.2,1680.5,2259.3,1085.4,548.9,331,657.4
228,Lempa,177.6,0.6,1.5,2.1,2.3,109.5,316.4,393.6,608.4,459.1,195.3,117,198.6
229,Gambia,150.2,0.1,0.1,0.1,0.1,29,184.4,615.6,693.3,307.6,163.2,98.5,186.8
230,Grande De Matagalpa,357.7,17.5,9.3,6,7.5,270.2,538.9,488.8,540.4,590,349.6,249.6,285.5
231,Cauvery,418.3,31.9,77.1,69.5,70.2,216.2,733.9,661.1,514.8,469.5,555.5,369.8,349
232,San Juan,1044.7,106.7,56.5,52.3,207.2,790.6,955.7,958.8,1223.9,1470,968,784.4,718.2
233,Geba,107.4,0.7,0.9,0.9,0.7,15.8,82.7,362.8,461,241.4,116.5,70.7,121.8
234,Corubal,176.6,0.1,0.1,0.1,0.1,58.6,353.5,718.8,633.2,416.1,192.9,115.8,222.2
235,Magdalena,5423.6,690.5,1286,2835.1,4242.2,3726.6,3011.1,3096,3658.2,6369.3,6357.9,4183.3,3740
