basin_id,basin_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,average
74,George,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
75,Caniapiscau,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
76,Western Dvina (Daugava),2902.1,2902.1,2902.1,3089.8,4952.7,4524.9,4328.4,4954.4,3556.7,2913.7,2902.1,2902.1,3569.3
77,Aux Melezes,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Baleine. Grande Riviere De La,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Spey,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
80,Kamchatka,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,49,48.9,48.9,48.9,48.9
81,Nass,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9
82,Skeena,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1,300.1
83,Nelson,36043.3,36119.7,37077.4,98166.3,181129.3,204530,355878.4,533170.5,281797.3,108523.6,55374.7,39680,163957.5
84,Hayes(Trib. Hudson Bay),96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9
85,Gudena,400.5,400.5,400.5,402.4,1175.8,2941,3637.7,1889.1,1014.8,415.5,400.5,400.5,1123.2
86,Skjern A,144.1,144.1,144.1,144.4,303.4,1367.9,2643.4,1120.9,328.4,144.2,144.1,144.1,564.4
87,Neman,4559.5,4559.5,4559.5,4880.6,8336.2,8420.3,8262.7,11094.1,7335.1,4682.7,4559.5,4559.5,6317.4
88,Fraser,8611.9,8611.9,8617,9741.4,11359.1,12187.4,15646.7,18285.4,12788.9,9019.3,8619.4,8611.9,11008.4
89,Severn(Trib. Hudson Bay),45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4
90,Amur,61291,61363,69115,435992,1515404,2321588,1258873,758246,521703,92588,69587,64788,602545
91,Tweed,326.3,326.3,326.3,326.3,326.6,333.2,395.3,404.4,368.3,326.9,326.3,326.3,342.7
92,Grande Riviere De La Baleine,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
93,Grande Riviere,10,10,10,10,10,10,10,10,10,10,10,10,10
94,Winisk,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6
95,Churchill. Fleuve (Labrador),57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7
96,Dniepr,58219.8,58219.8,58220.8,75741.6,230947,285228,363212.3,338828.4,166626.4,71978.5,58731.2,58219.8,152014.4
97,Ural,7719.8,7719.8,7726,29996.9,138276.3,227767.1,379764.5,304376.4,113415.5,34294.8,9006.6,7722.5,105648.9
98,Wisla,42823.6,42823.6,42830.6,43383.9,50173.1,53458.7,53639.2,64292.7,55353.7,44967.6,42827.3,42823.6,48283.1
99,Don,39722.6,39722.6,39722.7,104613.8,508233.8,647321.8,790482.4,672631.7,249166.3,77697.2,40938.9,39722.6,270831.3
100,Oder,29979.2,29979.2,29987.5,30402.4,34120.9,37229.9,40736.3,46184.5,40612.3,31840.4,29986.3,29979.2,34253.2
101,Elbe,44757.5,44757.5,44796.9,45993.8,47830.3,52688.8,71886,85614.6,76979.8,50498.2,44792.1,44757.7,54612.8
102,Trent,3851.8,3851.8,3856.6,3867.3,4113.6,4724.6,7918.2,7500.9,5254.9,3919.6,3851.8,3851.8,4713.6
103,Weser,18785.6,18785.6,18786.8,18885.3,19314.9,21212.5,29191,36488.8,30603.1,19801.2,18785.8,18785.6,22452.2
104,Attawapiskat,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
105,Eastmain,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
106,Manicouagan (Riviere),92.6,92.6,92.6,92.6,92.6,92.8,92.8,92.9,92.7,92.6,92.6,92.6,92.7
107,Columbia,34262,35262,180824,848539,1447369,2311177,3409891,2913847,1540886,615283,129775,41987,1125758
108,Little Mecatina,1,1,1,1,1,1,1,1,1,1,1,1,1
109,Natashquan (Riviere),3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
110,Rhine,122345.5,122345.5,122352.6,123279.3,135280.2,140236.7,145768.4,176128.5,150043.6,124553.1,122345.5,122345.5,133918.7
111,Albany,128.2,128.2,128.2,128.2,128.3,128.6,128.9,128.8,128.4,128.2,128.2,128.2,128.4
112,Saguenay (Riviere),2088.6,2088.6,2088.6,2088.6,2102.2,2206.7,2155.3,2134.6,2095.1,2088.6,2088.6,2088.6,2109.5
113,Thames,7697,7697,7697.1,7699.1,7726.2,7880.7,8220.7,8141.2,7885.4,7709.7,7697,7697,7812.4
114,Nottaway,293,293,293,293,293.2,293.3,293.3,293.1,293,293,293,293,293.1
115,Rupert,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
116,Moose(Trib. Hudson Bay),815.6,815.6,815.6,815.7,821,824.1,827.2,823.3,816,815.6,815.6,815.6,818.4
117,St.Lawrence,383010,383010,383187.1,386034.2,408783.9,451638.1,537777.5,564415.6,478676,402709.1,383289.8,383022.3,428796.1
118,Danube,172885,172888.3,176401.4,214410.4,349900.8,428431,640658.5,692509.3,429867.8,245115.7,174598.8,172895,322546.8
119,Seine,46280.8,46280.8,46499.4,48950.3,59473.4,72701.6,118179,156201.5,116779.5,56640.6,46296.5,46280.8,71713.7
120,Dniestr,13797.1,13797.1,13851,21101.3,69002.6,80201.6,60248.9,113028.4,63236.6,20506.5,13898.7,13797.1,41372.2
121,Southern Bug,5970.1,5970.1,5970.1,8880.2,28585.4,34379.8,50055.3,50401.7,21160.3,8384.4,6097,5970.1,19318.7
122,Mississippi,476071.5,553677.1,1066448,1676456,2574769,3671826,9923789,12809395,8325019,2696248,679909,513391,3747250
123,Skagit,428.9,428.9,428.9,429.4,436.7,908,1462.7,1546,820.1,431.6,428.9,428.9,681.6
124,Aral Drainage,51679.1,48145.8,215735.5,1182471,2320721,4541763,8587253,8909592,6123848,2291408,281293,100329,2887853
125,Loire,23162.6,23162.6,23736.9,26573.5,39703.4,65121.6,165091.3,251733.7,171018.7,48758.7,23288.3,23162.6,73709.5
126,Rhone,28384.8,28529.3,29642.5,32065.3,41461,58054,141031.2,150460.5,72119.4,32102.8,28758.1,28384.9,55916.2
127,Saint John,2582.5,2582.5,2582.5,2582.5,2587.8,2736.4,3219.2,4622.8,2960.2,2594.6,2582.5,2582.5,2851.3
128,Po,40929.7,40933.9,41954.4,44063.6,126507.8,202893.7,617810.5,620682.7,211145.4,53621.6,40929.9,40929.7,173533.6
129,Penobscot,765.3,765.3,765.3,765.5,767.3,777.6,865.5,1048.9,825.9,770.4,765.3,765.3,804
130,St.Croix,120.1,120.1,120.1,120.1,120.2,124.5,129.3,135.6,124.2,120.1,120.1,120.1,122.9
131,Kuban,6573.6,6573.6,6573.6,10296.5,77019.1,160897.1,291432.5,165757.2,37165.1,9876.5,6599.1,6573.6,65444.8
132,Connecticut,10498.8,10498.8,10499.1,10554.3,10865.5,12300.3,12701.8,10951.6,10645.2,10524.8,10506.4,10498.8,10920.4
133,Liao He,25918.6,27536.5,43955.3,421314,1382065,1906167,1116163,667477,467166,49664.8,33284.3,30489.8,514266.7
134,Garonne,9783,9804.2,11113.9,13422.2,20437.9,38994,217419.2,288619.9,187398.5,45387.3,11066.3,9783,71935.8
135,Ishikari,3230.4,3230.4,3230.4,3254.8,3378.9,14603.7,15213.4,19830.1,11559,3991.3,3230.4,3230.4,7331.9
136,Merrimack,11384.4,11384.4,11384.5,11418.1,11515.8,11710.1,11758.7,11498.9,11424.6,11408.5,11387.6,11384.5,11471.7
137,Hudson,19701.2,19701.2,19702.3,19776.2,19909.2,20191,21219.1,21213.9,20235.2,19767,19718.1,19701.3,20069.6
138,Colorado(Pacific Ocean),51531.4,79016.8,258871.8,465243.9,688780.7,833506.3,868950.9,785259.8,598564.3,367116.3,152984.9,88178.4,436500.5
139,Klamath,695.1,695.1,875.6,28761.1,81554.8,127597.5,176238.8,151941.9,92866.9,28794.6,2489.8,695.1,57767.2
140,Ebro,4822.5,10975,46643.5,78434.8,122848.5,275459.1,587776.7,525750.6,242242.7,68777.9,11223.1,5629.7,165048.7
141,Rogue,1317.7,1317.7,1366,4252,11582.2,20252.7,27198.1,23091.3,14726.5,4929.1,1336.1,1317.7,9390.6
142,Douro,5884.1,7786.1,20223.4,41082.9,74657.3,252660.6,601045.1,614466.1,242744.1,45678.2,7325.7,5886.8,159953.4
143,Susquehanna,20293.7,20293.8,20304.9,20419.3,20885,21594.8,24593.3,26111.7,22846,20997.1,20312.5,20294.9,21578.9
144,Luan He,14156.1,63826.7,198095.8,369022.7,439376.3,226806.4,192323.3,207433.2,160173.2,62890.7,14435.4,11342.7,163323.5
145,Kura,26370.9,30851.7,107105.3,282772.4,308423.7,521039.7,733223.8,807810.5,455357.5,167331.3,53554.5,38164.1,294333.8
146,Dalinghe,3816.9,4321.7,6670.5,24989.9,66489.8,97171,50590.6,36848.1,27222,6012,4571.4,4326.1,27752.5
147,Delaware,32242.6,32244.3,32284.9,32560,34246.2,37078.2,37708.9,34841.7,33292.8,32505,32316.5,32254.2,33631.3
148,Sacramento,15241.3,15248.2,48730.6,287969,667890,1235885,1591869,1566041,1081215,300097,40641,15584,572201
149,Huang He (Yellow),217673,738449,2375921,4267862,4256628,3400184,3466422,2159613,992897,434435,188078,176407,1889547
150,Kizilirmak,4234.6,4254.3,7119.9,39274,119425,168870,187790,206397,129236,49110,14939,5399,78004
151,Yongding He,99988,545652.6,1990251,3417354,3359369,1712020,1842686,1930023,1020618,352702,102495,96961,1372510
152,Tejo,11231.7,14362,30236.9,47754.6,82013.5,223938.2,441127.2,433196.6,200765.3,50828.6,14147.8,11245,130070.6
153,Sakarya,5368.1,5386.4,8192.8,31515.7,95507.6,139487.4,174554.7,209581.8,140841.5,50135.6,9821.4,5927.5,73026.7
154,Eel (Calif.),188.2,188.2,188.5,235.2,657.9,1102.8,1441.8,1205.3,846.8,282,190.2,188.2,559.6
155,Tigris & Euphrates,205397.3,718731.7,2729822,5090895,6654136,4850558,4639864,4544688,2850413,1543961,664503,264649,2896468
156,Potomac,17093.4,17093.9,17117,17504.4,18009.5,18871.4,19799.9,20398.5,18608.5,17477.1,17133.5,17096.7,18017
157,Guadiana,2588.8,11643.9,52785.6,92804.4,158832.5,420029.3,737694.5,702725.4,330357.8,95626.3,12663.1,3155.2,218408.9
158,Kitakami,2130.2,2130.8,2134.3,2137.7,2162.4,7457.6,19066.8,45846.8,28745.3,3920.7,2130.2,2131.7,9999.5
159,Mogami,1860.1,1860.1,1861.2,1880.2,1927.3,6926.2,10796.2,31753.9,14549.3,3721.7,1860.1,1860.1,6738
160,Han-Gang (Han),16927.3,16934.6,16961,17284.7,21933.1,37684.3,27829.3,22227.9,27161.2,17042.1,16943.4,16938.6,21322.3
161,Guadalquivir,6527.2,33894.1,123992.3,189770.9,279532.8,689193,1097659,1047458,503164,161945.8,34484.8,10685.8,348192.2
162,San Joaquin,8455.2,9670.6,92792.8,399075.9,658744.8,1062562,1459542,1459787,1013340,379470.4,66973.1,13882.9,552024.8
163,James,4539.4,4540.4,4547.5,4915.6,5152.6,5472.9,6092.1,6322.3,5119.3,4966.6,4569.3,4540,5064.8
164,Bravo,52585.2,100575.1,248393.7,392946.1,525645.7,497835,599657,567057.2,464507,286434.9,105140.1,72297.3,326089.5
165,Shinano. Chikuma,3548.2,3548.2,3550.4,3587.8,3678.9,6456.5,16274.8,37548,13720.9,4472.4,3548.3,3548.5,8623.6
166,Roanoke,7459.3,7460.9,7501.9,9261.5,11279.4,12219.9,14283.4,15908.4,11010,9934.4,7680.5,7460.6,10121.7
167,Naktong,11953.1,12079.3,12273.1,12489.7,20491.6,78141.3,58368.7,55497.2,57360.2,12754.4,12180,12134.1,29643.6
168,Indus,6455179,7692491,14959408,13807935,6182331,6262009,8796342,13190821,16068994,13120835,7128949,3924286,9799132
169,Tone,16652.4,16658.4,16684.8,16921.1,17434.2,30525.3,54229,105969.7,50170.4,20794.1,16652.7,16658.4,31612.5
170,Salinas,1560.7,1560.7,1714.9,8299.6,24644.6,52141.5,82755.9,87842.6,55421.4,11439.2,2716.4,1588.6,27640.5
171,Pee Dee,13141.8,13137.8,13237.6,14886.2,17965.8,19219.3,20735.8,21667.2,17175,14965.9,13358.8,13144.5,16053
172,Chelif,2243.7,4486.6,11906.5,19297.1,32072.6,55384.2,71153.4,66882.8,45925.4,14779.6,5989,3961,27840.2
173,Cape Fear,8243.5,8240.8,8485.1,10325.2,15144.1,15161.8,13943.7,14504.2,11093.5,9492.9,8437.9,8244.8,10943.1
174,Tenryu,2246.4,2246.4,2246.6,2248,2257.8,3038.9,4244.1,9498.5,4323.8,2375.5,2247.5,2246.6,3268.3
175,Santee,15848.2,15848.7,15928.6,16585.8,17815.1,18043.5,19724,19815.2,17430.5,16623.7,16044.5,15861.2,17130.7
176,Kiso,3159,3159.2,3159.2,3159.5,3160.5,3417.9,4734.5,8819,4727.2,3469.9,3159.7,3159.4,3940.4
177,Yangtze(Chang Jiang),450511.6,711676,1138406,2002161,3060663,2339674,3741942,3868817,3424557,511004,356944,371101,1831455
178,Yodo,16043.7,16046,16047.9,16128.7,16362.8,21036,36931.7,71186.4,31780.5,21024.7,16047.3,16048.2,24557
179,Sebou,3773.3,21476.2,78740.1,187653.4,202084.4,168880.9,204203.9,162631.6,125903.4,63496.1,21559.7,5086.2,103790.8
180,Alabama & Tombigbee,21968.7,21970.9,21985.2,22295.5,23759.7,24523,28772,31987.1,26194.1,23480.1,22074.9,21970.5,24248.5
181,Savannah,5927.7,5936.8,6054.9,6580.1,7448.3,8419,10987.8,13392.7,8444.6,7316.6,6083.3,5962.8,7712.9
182,Gono (Go),667.8,668.1,669.3,673.9,696.4,1130.1,1457.8,3598.7,1559.7,1162.5,668.4,668.7,1135.1
183,Huai He,84982.9,147657,567969.3,1635316,1948176,1581174,1624787,1330904,1160434,234794.7,92572.2,90858.3,874968.8
184,Apalachicola,15024.4,15066.2,15382.3,19427.6,28387.7,44625.3,75496.9,125950.5,56360.2,39981.7,16002.7,15121.5,38902.3
185,Brazos,29558.9,48605.7,117767.4,168556.2,282486,395665,1060283,973829,599180.5,189533.7,37740.8,24382.9,327299.1
186,Altamaha,12223.9,12281.3,12675.9,14587.9,17877.9,21013.5,36291,45297.4,26091.4,19718.3,12513.6,12265.8,20236.5
187,Mekong,757008.7,440654.9,582312,754421.9,1240389,805570.7,659922.9,528371.9,283186.5,739371.1,1180498,767382.8,728257.6
188,Colorado(Caribbean Sea),15522.5,23764.4,55151.7,79227.2,133806.1,214639.8,522178.2,524039.6,371594,123331.4,19980.8,14106.5,174778.5
189,Trinity(Texas),27495.9,27688.4,29144.4,32670.3,34251.9,36749.3,45035.5,41220.4,33270.3,29203.9,27948.6,27522.9,32683.5
190,Pearl,3156.3,3156.5,3157.7,3191.7,3317.1,3336,3450.4,3628.9,3334.6,3202.7,3160.4,3156.4,3270.7
191,Sabine,2914.3,2943.5,3248.5,4993.8,7985.4,8449.1,12327,8889.5,4780.5,3403.6,3076.1,2919.7,5494.3
192,Suwannee,3006.2,3067.6,3435.9,6565.9,14272.2,16998.2,29457.6,42620.1,19697.9,12591.8,3713.5,3045.1,13206
193,Yaqui,12804.7,40790.9,85472.2,98556.4,48621.7,32724.7,24545,38239.4,44900.4,29924.7,14373.1,12757.3,40309.2
194,Nile,1596883,1639017,2685612,2819450,3108601,2101369,2924081,3198978,3529943,3321549,2035678,1000401,2496797
195,Brahmaputra,95618.5,76934.9,132628.5,102108.9,68629.6,35127.7,78327.4,55174.6,94765.4,478232.7,455027.2,88132.9,146725.7
196,St.Johns,14741.8,16036.7,17961.2,18742.7,23549.9,19402.7,17594.6,18178.2,15870.8,15861.3,15025,14786.2,17312.6
197,Nueces,5736.2,11373.9,28924.4,38248.5,48415.9,56133.5,89955.4,66684,33032,14181,7292.2,5200.8,33764.8
198,San Antonio,4887.5,6350.4,12503.9,16007.5,17404.6,19929.4,30160.6,22397.7,11958.6,6937.6,5209.5,4789.1,13211.4
199,Irrawaddy,61867.7,62279.7,109496,150159,107761.4,338248,133305.1,88392.4,241220.5,554244.8,147710.9,40590.2,169606.3
200,Fuerte,2992.4,7032.5,14502.1,27035.1,31771.5,43066.3,41879.3,44576.8,23372.6,28061.2,7859.1,6195.4,23195.4
201,Xi Jiang,112099.1,148679.4,188596.5,394758.4,535641.1,313893.2,296653.6,302293.3,534178.9,83317.1,67032.5,78758.5,254658.5
202,Bei Jiang,17753,17808,17866.4,19713.7,35915.3,40428,79708.7,61083.2,75276,20831.8,19111.1,18475.3,35330.9
203,San Pedro,1970.2,3084.5,5653,8269.6,9543.3,4601.2,3673.3,12070.8,22712.6,15185.2,3834.6,3921.9,7876.7
204,Dong Jiang,11698.5,11620.1,11600.6,13139.6,24274.1,25818.1,50233.2,35538.3,41690.7,12980.1,12451,12101.6,21928.8
205,Mahi,234803.3,213391.3,332457.9,301590.9,185769.5,51117.1,24897,40458.9,80569.1,151801.5,127823,145556.7,157519.7
206,Damodar,321001.6,150895.6,217247.6,60473.5,20235.7,18013.7,57510.2,38370.4,50884.2,128180.7,281488.4,245126.1,132452.3
207,Niger,117175.3,133775.1,159994.2,102340.4,247266.2,227449.8,190715.7,142446.1,193011.8,207068,64979.2,72785.9,154917.3
208,Narmada,591222,582117,1216831,1529310,1537921,408983,38561.8,50038.6,112396.8,249632.9,212263.3,398514.2,577316
209,Brahmani (Bhahmani),108131.9,45430,71957.7,57563,52284.8,23326.4,23378.5,18202,31067.4,69816.1,110970.6,105337.9,59788.9
210,Mahanadi(Mahahadi),493904.3,146732.8,213472.7,204175.8,213763.2,76145.2,93534.4,66762.9,209738.6,494316.1,598494.6,475411.3,273871
211,Santiago,69433.9,156850.1,329195.1,358517.6,227133.2,88512.1,63621.5,80404.7,178113.9,230843.2,139603.3,107577.7,169150.5
212,Panuco,59147.5,128380.2,251479.9,266556.7,186223.8,80759.8,60191.8,75690.8,96250.7,104272.6,69303.7,80568.1,121568.8
213,Godavari,1403293,846541,1675666,1996301,2123564,823832,551196,539414,663656,1168966,1408048,1423182,1218638
214,Tapti,276668.3,227566.1,414078.5,494077.2,533823.8,201524.6,90419.5,118814.1,198954.2,310907.4,278697,277175.7,285225.5
215,Sittang,3465.5,4516.6,8520,8858.3,5784.9,35071.4,17130.2,7752.7,31031.5,44533.4,9145.4,2562.4,14864.4
216,Armeria,3496.4,10961.6,23001.5,38879.1,37308.7,13663.1,4419.5,2587.5,2146.6,13316.5,11430,13509.5,14560
217,Ca,10049.8,9707.5,7879.1,11152.4,40910.6,18897.3,12304.8,4239.3,4066.4,4907.1,5918.1,6333.7,11363.8
